,0,1,2,3,4,5,6,7,8,9,ATS_KDCD_DTL,LABEL
18380,0,0,0,0,0,0,0,1,19498,934,CMS공동망 출금이체,2
18381,0,0,0,0,0,0,0,0,1,88,CMS공동망 출금이체,21
18382,0,0,0,0,0,0,0,0,1,19499,지로 출금이체,11
18383,0,0,0,0,0,0,0,0,1,674,CMS공동망 출금이체,2
18384,0,0,0,0,0,0,0,1,1,20604,전자뱅킹예약건별이체,32
18385,0,0,0,0,0,0,0,0,1,56,요구불간계좌이체,34
18386,0,0,0,0,0,0,0,0,1,160,아파트관리비 출금이체,2
18387,0,0,0,0,0,0,0,1,160,403,아파트관리비 출금이체,2
18388,0,0,0,0,0,0,0,0,1,403,아파트관리비 출금이체,2
18389,0,0,0,0,0,0,1,403,1,160,아파트관리비 출금이체,2
18390,0,0,0,0,0,0,0,1,403,160,아파트관리비 출금이체,2
18391,0,0,0,0,0,0,0,0,1,180,아파트관리비 출금이체,2
18392,0,0,0,0,0,0,0,0,1,555,아파트관리비 출금이체,2
18393,0,0,0,0,0,0,0,0,1,634,아파트관리비 출금이체,2
18394,0,0,0,0,0,0,0,1,403,1088,아파트관리비 출금이체,2
18395,0,0,0,0,0,0,0,1,6837,68,펌뱅킹 출금이체,16
18396,0,0,0,0,0,0,0,1,175,108,펌뱅킹 출금이체,4
18397,0,0,0,0,0,0,0,1,19500,47,CMS공동망 출금이체,19
18398,0,0,0,0,0,0,0,1,96,56,요구불간계좌이체,29
18399,0,0,0,0,0,1,97,2391,860,9707,CMS공동망 출금이체,19
18400,0,0,0,0,0,0,0,0,1,374,펌뱅킹 출금이체,2
18401,0,0,0,0,0,0,0,0,1,1,CMS공동망 출금이체,2
18402,0,0,0,0,0,0,0,0,1,10781,전자뱅킹예약건별이체,2
18403,0,0,0,0,0,0,0,1,1827,3518,CMS공동망 출금이체,2
18404,0,0,0,0,0,0,0,0,1,1248,펌뱅킹 출금이체,30
18405,0,0,0,0,0,0,0,0,1,168,전자뱅킹예약건별이체,29
18406,0,0,0,0,0,0,0,0,1,342,펌뱅킹 출금이체,2
18407,0,0,0,0,0,0,0,0,1,166,지로 출금이체,2
18408,0,0,0,0,0,0,0,0,1,2450,요구불간계좌이체,0
18409,0,0,0,0,0,0,0,0,1,365,요구불간계좌이체,11
18410,0,0,0,0,0,0,0,0,1,132,CMS공동망 출금이체,16
18411,0,0,0,0,0,0,0,0,1,140,전자뱅킹예약건별이체,29
18412,0,0,0,0,0,0,0,0,1,19502,펌뱅킹 출금이체,2
18413,0,0,0,0,0,0,0,0,1,69,전자뱅킹예약건별이체,2
18414,0,0,0,0,0,0,1,69,1924,79,요구불간계좌이체,32
18415,0,0,0,0,0,0,1,69,1924,79,전자뱅킹예약건별이체,32
18416,0,0,0,0,0,0,0,1,1,2294,요구불간계좌이체,2
18417,0,0,0,0,0,0,0,1,69,1882,전자뱅킹예약건별이체,29
18418,0,0,0,0,0,0,0,0,0,1,적립식입금,11
18419,0,0,0,0,0,0,1,1160,4016,19503,적립식입금,11
18420,0,0,0,0,0,0,0,0,1,19504,적립식입금,11
18421,0,0,0,0,0,0,1,1,4016,19506,적립식입금,11
18422,0,0,0,0,0,0,1,4832,4016,19507,적립식입금,11
18423,0,0,0,0,0,0,1,19508,4016,1,적립식입금,11
18424,0,0,0,0,1,19509,4016,10785,4016,1883,적립식입금,11
18425,0,0,0,0,1,3673,4016,6839,4016,4833,적립식입금,11
18426,0,0,0,0,1,19510,4016,19511,4016,2978,적립식입금,11
18427,0,0,0,0,0,0,1,10786,4016,19512,적립식입금,11
18428,0,0,0,0,1,2489,4016,2978,4016,19513,적립식입금,11
18429,0,0,0,0,0,0,1,19514,4016,19515,적립식입금,11
18430,0,0,0,0,1,1994,4016,4834,4016,10787,적립식입금,11
18431,0,0,0,0,0,0,1,1880,4016,19516,적립식입금,11
18432,0,0,0,0,0,0,1,1261,4016,10788,적립식입금,11
18433,0,0,0,0,0,0,1,2166,4016,19517,적립식입금,11
18434,0,0,0,0,1,4835,4016,2978,4016,3673,적립식입금,11
18435,0,0,0,0,1,10789,4016,10790,4016,4825,적립식입금,11
18436,0,0,0,0,0,0,1,2490,4016,19518,적립식입금,11
18437,0,0,0,0,0,0,1,199,4016,19519,적립식입금,11
18438,0,0,0,0,0,0,1,199,4016,1,적립식입금,11
18439,0,0,0,0,0,0,1,199,4016,19520,적립식입금,11
18440,0,0,0,0,0,0,1,199,4016,19521,적립식입금,11
18441,0,0,0,0,0,0,1,199,4016,10791,적립식입금,11
18442,0,0,0,0,0,0,1,199,4016,19522,적립식입금,11
18443,0,0,0,0,0,0,1,199,4016,19523,적립식입금,11
18444,0,0,0,0,0,0,1,199,4016,19524,적립식입금,11
18445,0,0,0,0,0,0,1,199,4016,19525,적립식입금,11
18446,0,0,0,0,0,0,1,199,4016,19526,적립식입금,11
18447,0,0,0,0,0,0,1,199,4016,19527,적립식입금,11
18448,0,0,0,0,0,0,1,199,4016,10792,적립식입금,11
18449,0,0,0,0,0,0,1,199,4016,10793,적립식입금,11
18450,0,0,0,0,1,199,4016,10794,4016,2491,적립식입금,11
18451,0,0,0,0,0,0,1,199,4016,19528,적립식입금,11
18452,0,0,0,0,0,0,0,0,1,1,적립식입금,11
18453,0,0,0,0,1,4834,4016,1,4016,19530,적립식입금,11
18454,0,0,0,0,1,19531,4016,19532,4016,309,적립식입금,11
18455,0,0,0,0,1,19533,4016,19534,4016,1161,적립식입금,11
18456,0,0,0,0,0,0,1,2167,4016,19535,적립식입금,11
18457,0,0,0,0,0,0,1,490,4016,4768,적립식입금,11
18458,0,0,0,0,1,490,4016,1880,4016,19536,적립식입금,11
18459,0,0,0,0,1,490,4016,19537,4016,19538,적립식입금,11
18460,0,0,0,0,0,0,0,0,1,1,적립식입금,11
18461,0,0,0,0,1,1162,4016,1161,4016,6840,적립식입금,11
18462,0,0,0,0,1,1162,4016,19540,4016,19541,적립식입금,11
18463,0,0,0,0,0,0,0,0,1,1,적립식입금,11
18464,0,0,0,0,0,0,1,231,4016,10795,적립식입금,11
18465,0,0,0,0,0,0,1,231,4016,19544,적립식입금,11
18466,0,0,0,0,0,0,1,231,4016,19545,적립식입금,11
18467,0,0,0,0,0,0,1,231,4016,10796,적립식입금,11
18468,0,0,0,0,0,0,1,231,4016,19546,적립식입금,11
18469,0,0,0,0,0,0,1,231,4016,19547,적립식입금,11
18470,0,0,0,0,0,0,1,231,4016,19548,적립식입금,11
18471,0,0,0,0,0,0,1,231,4016,19549,적립식입금,11
18472,0,0,0,0,0,0,1,6841,4016,19550,적립식입금,11
18473,0,0,0,0,0,0,1,1883,4016,1883,적립식입금,11
18474,0,0,0,0,0,0,1,19551,4016,19552,적립식입금,11
18475,0,0,0,0,0,0,1,19553,4016,19554,적립식입금,11
18476,0,0,0,0,1,19555,4016,1161,4016,6842,적립식입금,11
18477,0,0,0,0,0,0,0,0,1,1,적립식입금,11
18478,0,0,0,0,0,0,1,1,4016,19557,적립식입금,11
18479,0,0,0,0,0,0,1,1,4016,19558,적립식입금,11
18480,0,0,0,0,0,0,1,1,4016,19559,적립식입금,11
18481,0,0,0,0,0,0,1,1,4016,19560,적립식입금,11
18482,0,0,0,0,0,0,1,1,4016,19561,적립식입금,11
18483,0,0,0,0,0,0,1,839,4016,19562,적립식입금,11
18484,0,0,0,0,0,0,1,839,4016,6843,적립식입금,11
18485,0,0,0,0,0,0,0,0,1,19563,적립식입금,11
18486,0,0,0,0,0,0,1,19564,4016,1,적립식입금,11
18487,0,0,0,0,0,0,1,2492,4016,19565,적립식입금,11
18488,0,0,0,0,0,0,1,4836,4016,10798,적립식입금,11
18489,0,0,0,0,0,0,1,1082,4016,19566,적립식입금,11
18490,0,0,0,0,0,0,1,1082,4016,10799,적립식입금,11
18491,0,0,0,0,0,0,1,19567,4016,1,적립식입금,11
18492,0,0,0,0,0,0,1,1,4016,19569,적립식입금,11
18493,0,0,0,0,1,6844,4016,6845,4016,19570,적립식입금,11
18494,0,0,0,0,1,2493,4016,10800,4016,2978,적립식입금,11
18495,0,0,0,0,0,0,1,10801,4016,10795,적립식입금,11
18496,0,0,0,0,0,0,1,3675,4016,19571,적립식입금,11
18497,0,0,0,0,0,0,1,1163,4016,19572,적립식입금,11
18498,0,0,0,0,0,0,1,1163,4016,19573,적립식입금,11
18499,0,0,0,0,0,0,1,1163,4016,19574,적립식입금,11
18500,0,0,0,0,0,0,1,1,4016,19576,적립식입금,11
18501,0,0,0,0,0,0,1,2979,4016,19577,적립식입금,11
18502,0,0,0,0,1,2979,4016,10802,4016,19578,적립식입금,11
18503,0,0,0,0,1,10727,4016,199,4016,19579,적립식입금,11
18504,0,0,0,0,0,0,1,3676,4016,10803,적립식입금,11
18505,0,0,0,0,0,0,1,10794,4016,19580,적립식입금,11
18506,0,0,0,0,0,0,1,19581,4016,10786,적립식입금,11
18507,0,0,0,0,0,0,1,1379,4016,10804,적립식입금,11
18508,0,0,0,0,0,0,1,1379,4016,19582,적립식입금,11
18509,0,0,0,0,0,0,1,1379,4016,10805,적립식입금,11
18510,0,0,0,0,0,0,1,1379,4016,19583,적립식입금,11
18511,0,0,0,0,0,0,1,1496,4016,10806,적립식입금,11
18512,0,0,0,0,0,0,1,1496,4016,19584,적립식입금,11
18513,0,0,0,0,0,0,1,2494,4016,19585,적립식입금,11
18514,0,0,0,0,0,0,1,2494,4016,10807,적립식입금,11
18515,0,0,0,0,0,0,1,10808,4016,19586,적립식입금,11
18516,0,0,0,0,0,0,0,0,1,19587,적립식입금,11
18517,0,0,0,0,0,0,0,0,1,19588,적립식입금,11
18518,0,0,0,0,0,0,0,0,1,19589,적립식입금,11
18519,0,0,0,0,0,0,0,0,1,19590,적립식입금,11
18520,0,0,0,0,0,0,0,0,1,19591,적립식입금,11
18521,0,0,0,0,0,0,0,0,1,10809,적립식입금,11
18522,0,0,0,0,0,0,0,0,1,19592,적립식입금,11
18523,0,0,0,0,0,0,0,0,1,6846,적립식입금,11
18524,0,0,0,0,0,0,0,0,1,10810,적립식입금,11
18525,0,0,0,0,0,0,0,0,1,19593,적립식입금,11
18526,0,0,0,0,0,0,0,0,1,4753,적립식입금,11
18527,0,0,0,0,0,0,0,0,1,3677,적립식입금,11
18528,0,0,0,0,0,0,0,0,1,10811,적립식입금,11
18529,0,0,0,0,0,0,0,0,1,19594,적립식입금,11
18530,0,0,0,0,0,0,0,0,1,10812,적립식입금,11
18531,0,0,0,0,0,0,0,0,1,19595,적립식입금,11
18532,0,0,0,0,0,0,0,0,1,10813,적립식입금,11
18533,0,0,0,0,0,0,0,0,1,6847,적립식입금,11
18534,0,0,0,0,0,0,0,0,1,10814,적립식입금,11
18535,0,0,0,0,0,0,0,0,1,1,적립식입금,11
18536,0,0,0,0,0,0,0,1,1,1,적립식입금,11
18537,0,0,0,0,0,0,0,0,1,1,적립식입금,11
18538,0,0,0,0,0,0,0,0,1,10815,적립식입금,11
18539,0,0,0,0,0,0,0,0,1,19596,적립식입금,11
18540,0,0,0,0,0,0,0,0,1,10816,적립식입금,11
18541,0,0,0,0,0,0,0,0,1,19597,적립식입금,11
18542,0,0,0,0,0,0,0,0,1,19598,적립식입금,11
18543,0,0,0,0,0,0,0,0,1,19599,적립식입금,11
18544,0,0,0,0,0,0,0,0,1,10817,적립식입금,11
18545,0,0,0,0,0,0,0,0,1,19600,적립식입금,11
18546,0,0,0,0,0,0,0,0,1,10818,적립식입금,11
18547,0,0,0,0,0,0,0,0,1,19601,적립식입금,11
18548,0,0,0,0,0,0,0,0,1,3678,적립식입금,11
18549,0,0,0,0,0,0,0,0,1,3679,적립식입금,11
18550,0,0,0,0,0,0,0,0,1,19602,적립식입금,11
18551,0,0,0,0,0,0,0,0,1,4378,적립식입금,11
18552,0,0,0,0,0,0,0,0,1,4837,적립식입금,11
18553,0,0,0,0,0,0,0,0,1,19603,적립식입금,11
18554,0,0,0,0,0,0,0,0,1,3316,적립식입금,11
18555,0,0,0,0,0,0,0,0,1,6848,적립식입금,11
18556,0,0,0,0,0,0,0,0,1,3317,적립식입금,11
18557,0,0,0,0,0,0,0,0,1,10819,적립식입금,11
18558,0,0,0,0,0,0,0,0,1,6849,적립식입금,11
18559,0,0,0,0,0,0,0,0,1,10820,적립식입금,11
18560,0,0,0,0,0,0,0,0,1,10821,적립식입금,11
18561,0,0,0,0,0,0,0,0,1,1987,적립식입금,11
18562,0,0,0,0,0,0,0,0,1,6850,적립식입금,11
18563,0,0,0,0,0,0,0,0,1,2980,적립식입금,11
18564,0,0,0,0,0,0,0,0,1,10822,적립식입금,11
18565,0,0,0,0,0,0,0,0,1,10823,적립식입금,11
18566,0,0,0,0,0,0,0,0,1,5848,적립식입금,11
18567,0,0,0,0,0,0,0,0,1,19604,적립식입금,11
18568,0,0,0,0,0,0,0,0,1,4838,적립식입금,11
18569,0,0,0,0,0,0,0,0,1,10824,적립식입금,11
18570,0,0,0,0,0,0,0,0,1,19605,적립식입금,11
18571,0,0,0,0,0,0,0,0,1,19606,적립식입금,11
18572,0,0,0,0,0,0,0,0,1,19607,적립식입금,11
18573,0,0,0,0,0,0,0,0,1,10825,적립식입금,11
18574,0,0,0,0,0,0,0,0,1,10826,적립식입금,11
18575,0,0,0,0,0,0,0,0,1,19608,적립식입금,11
18576,0,0,0,0,0,0,0,0,1,19609,적립식입금,11
18577,0,0,0,0,0,0,0,0,1,6851,적립식입금,11
18578,0,0,0,0,0,0,0,0,1,4238,적립식입금,11
18579,0,0,0,0,0,0,0,0,1,4839,적립식입금,11
18580,0,0,0,0,0,0,0,0,1,19610,적립식입금,11
18581,0,0,0,0,0,0,0,0,1,10827,적립식입금,11
18582,0,0,0,0,0,0,0,0,1,4595,적립식입금,11
18583,0,0,0,0,0,0,0,0,1,19611,적립식입금,11
18584,0,0,0,0,0,0,0,0,1,19612,적립식입금,11
18585,0,0,0,0,0,0,0,0,1,10828,적립식입금,11
18586,0,0,0,0,0,0,0,0,1,6852,적립식입금,11
18587,0,0,0,0,0,0,0,0,1,10829,적립식입금,11
18588,0,0,0,0,0,0,0,0,1,4840,적립식입금,11
18589,0,0,0,0,0,0,0,0,1,19613,적립식입금,11
18590,0,0,0,0,0,0,0,0,1,19614,적립식입금,11
18591,0,0,0,0,0,0,0,0,1,19615,적립식입금,11
18592,0,0,0,0,0,0,0,0,1,10830,적립식입금,11
18593,0,0,0,0,0,0,0,0,1,19616,적립식입금,11
18594,0,0,0,0,0,0,0,0,1,6853,적립식입금,11
18595,0,0,0,0,0,0,0,0,1,19617,적립식입금,11
18596,0,0,0,0,0,0,0,0,1,19618,적립식입금,11
18597,0,0,0,0,0,0,0,0,1,10831,적립식입금,11
18598,0,0,0,0,0,0,0,0,1,3680,적립식입금,11
18599,0,0,0,0,0,0,0,0,1,4841,적립식입금,11
18600,0,0,0,0,0,0,0,0,1,19619,적립식입금,11
18601,0,0,0,0,0,0,0,0,1,3669,적립식입금,11
18602,0,0,0,0,0,0,0,0,1,4842,적립식입금,11
18603,0,0,0,0,0,0,0,0,1,6854,적립식입금,11
18604,0,0,0,0,0,0,0,0,1,10832,적립식입금,11
18605,0,0,0,0,0,0,0,0,1,19620,적립식입금,11
18606,0,0,0,0,0,0,0,0,1,19621,적립식입금,11
18607,0,0,0,0,0,0,0,0,1,10833,적립식입금,11
18608,0,0,0,0,0,0,0,0,1,6855,적립식입금,11
18609,0,0,0,0,0,0,0,0,1,10834,적립식입금,11
18610,0,0,0,0,0,0,0,0,1,19622,적립식입금,11
18611,0,0,0,0,0,0,0,0,1,19623,적립식입금,11
18612,0,0,0,0,0,0,0,0,1,19624,적립식입금,11
18613,0,0,0,0,0,0,0,0,1,19625,적립식입금,11
18614,0,0,0,0,0,0,0,0,1,1,적립식입금,11
18615,0,0,0,0,0,0,0,0,1,1,적립식입금,11
18616,0,0,0,0,0,0,0,0,1,1,적립식입금,11
18617,0,0,0,0,0,0,0,0,1,1,적립식입금,11
18618,0,0,0,0,0,0,0,0,1,6856,적립식입금,11
18619,0,0,0,0,0,0,0,0,1,19626,적립식입금,11
18620,0,0,0,0,0,0,0,0,1,6857,적립식입금,11
18621,0,0,0,0,0,0,0,0,1,10835,적립식입금,11
18622,0,0,0,0,0,0,0,0,1,1,적립식입금,11
18623,0,0,0,0,0,0,0,0,1,19627,적립식입금,11
18624,0,0,0,0,0,0,0,0,1,19628,적립식입금,11
18625,0,0,0,0,0,0,0,0,1,19629,적립식입금,11
18626,0,0,0,0,0,0,0,0,1,6858,적립식입금,11
18627,0,0,0,0,0,0,0,0,1,19630,적립식입금,11
18628,0,0,0,0,0,0,0,0,1,19631,적립식입금,11
18629,0,0,0,0,0,0,0,0,1,19632,적립식입금,11
18630,0,0,0,0,0,0,0,0,1,19633,적립식입금,11
18631,0,0,0,0,0,0,0,0,1,8798,적립식입금,11
18632,0,0,0,0,0,0,0,0,1,19634,적립식입금,11
18633,0,0,0,0,0,0,0,0,1,10836,적립식입금,11
18634,0,0,0,0,0,0,0,0,1,19635,적립식입금,11
18635,0,0,0,0,0,0,0,0,1,6859,적립식입금,11
18636,0,0,0,0,0,0,0,0,1,6073,적립식입금,11
18637,0,0,0,0,0,0,0,0,1,10837,적립식입금,11
18638,0,0,0,0,0,0,0,0,1,19636,적립식입금,11
18639,0,0,0,0,0,0,0,0,1,19637,적립식입금,11
18640,0,0,0,0,0,0,0,0,1,10838,적립식입금,11
18641,0,0,0,0,0,0,0,0,1,19638,적립식입금,11
18642,0,0,0,0,0,0,0,0,1,19639,적립식입금,11
18643,0,0,0,0,0,0,0,0,1,6860,적립식입금,11
18644,0,0,0,0,0,0,0,0,1,3681,적립식입금,11
18645,0,0,0,0,0,0,0,0,1,5857,적립식입금,11
18646,0,0,0,0,0,0,0,0,1,10839,적립식입금,11
18647,0,0,0,0,0,0,0,0,1,19640,적립식입금,11
18648,0,0,0,0,0,0,0,0,1,19641,적립식입금,11
18649,0,0,0,0,0,0,0,0,1,19642,적립식입금,11
18650,0,0,0,0,0,0,0,0,1,19643,적립식입금,11
18651,0,0,0,0,0,0,0,0,1,19644,적립식입금,11
18652,0,0,0,0,0,0,0,0,1,19645,적립식입금,11
18653,0,0,0,0,0,0,0,0,1,6861,적립식입금,11
18654,0,0,0,0,0,0,0,0,1,1,적립식입금,11
18655,0,0,0,0,0,0,0,0,1,19646,적립식입금,11
18656,0,0,0,0,0,0,0,0,1,6862,적립식입금,11
18657,0,0,0,0,0,0,0,0,1,19647,적립식입금,11
18658,0,0,0,0,0,0,0,0,1,19648,적립식입금,11
18659,0,0,0,0,0,0,0,0,1,6863,적립식입금,11
18660,0,0,0,0,0,0,0,0,1,19649,적립식입금,11
18661,0,0,0,0,0,0,0,0,1,19650,적립식입금,11
18662,0,0,0,0,0,0,0,0,1,19651,적립식입금,11
18663,0,0,0,0,0,0,0,0,1,10840,적립식입금,11
18664,0,0,0,0,0,0,0,0,1,10841,적립식입금,11
18665,0,0,0,0,0,0,0,0,1,4843,적립식입금,11
18666,0,0,0,0,0,0,0,0,1,19652,적립식입금,11
18667,0,0,0,0,0,0,0,0,1,19653,적립식입금,11
18668,0,0,0,0,0,0,0,0,1,19654,적립식입금,11
18669,0,0,0,0,0,0,0,0,1,4844,적립식입금,11
18670,0,0,0,0,0,0,0,0,1,6864,적립식입금,11
18671,0,0,0,0,0,0,0,0,1,10842,적립식입금,11
18672,0,0,0,0,0,0,0,0,1,6865,적립식입금,11
18673,0,0,0,0,0,0,0,0,1,6866,적립식입금,11
18674,0,0,0,0,0,0,0,0,1,10843,적립식입금,11
18675,0,0,0,0,0,0,0,0,1,10844,적립식입금,11
18676,0,0,0,0,0,0,0,0,1,3682,적립식입금,11
18677,0,0,0,0,0,0,0,0,1,19655,적립식입금,11
18678,0,0,0,0,0,0,0,0,1,9293,적립식입금,11
18679,0,0,0,0,0,0,0,0,1,6867,적립식입금,11
18680,0,0,0,0,0,0,0,0,1,10845,적립식입금,11
18681,0,0,0,0,0,0,0,0,1,19656,적립식입금,11
18682,0,0,0,0,0,0,0,0,1,19657,적립식입금,11
18683,0,0,0,0,0,0,0,0,1,19658,적립식입금,11
18684,0,0,0,0,0,0,0,0,1,19659,적립식입금,11
18685,0,0,0,0,0,0,0,0,1,6868,적립식입금,11
18686,0,0,0,0,0,0,0,0,1,19660,적립식입금,11
18687,0,0,0,0,0,0,0,0,1,10846,적립식입금,11
18688,0,0,0,0,0,0,0,0,1,19661,적립식입금,11
18689,0,0,0,0,0,0,0,0,1,10847,적립식입금,11
18690,0,0,0,0,0,0,0,0,1,19662,적립식입금,11
18691,0,0,0,0,0,0,0,0,1,6869,적립식입금,11
18692,0,0,0,0,0,0,0,0,1,6870,적립식입금,11
18693,0,0,0,0,0,0,0,0,1,1767,적립식입금,11
18694,0,0,0,0,0,0,0,0,1,6871,적립식입금,11
18695,0,0,0,0,0,0,0,0,1,10848,적립식입금,11
18696,0,0,0,0,0,0,0,0,1,10849,적립식입금,11
18697,0,0,0,0,0,0,0,0,1,19663,적립식입금,11
18698,0,0,0,0,0,0,0,0,1,10850,적립식입금,11
18699,0,0,0,0,0,0,0,0,1,6872,적립식입금,11
18700,0,0,0,0,0,0,0,0,1,3683,적립식입금,11
18701,0,0,0,0,0,0,0,0,1,3684,적립식입금,11
18702,0,0,0,0,0,0,0,0,1,19664,적립식입금,11
18703,0,0,0,0,0,0,0,0,1,6873,적립식입금,11
18704,0,0,0,0,0,0,0,0,1,19665,적립식입금,11
18705,0,0,0,0,0,0,0,0,1,19666,적립식입금,11
18706,0,0,0,0,0,0,0,0,1,19667,적립식입금,11
18707,0,0,0,0,0,0,0,0,1,19668,적립식입금,11
18708,0,0,0,0,0,0,0,0,1,19669,적립식입금,11
18709,0,0,0,0,0,0,0,0,1,19670,적립식입금,11
18710,0,0,0,0,0,0,0,0,1,6874,적립식입금,11
18711,0,0,0,0,0,0,0,0,1,19671,적립식입금,11
18712,0,0,0,0,0,0,0,0,1,1128,적립식입금,11
18713,0,0,0,0,0,0,0,0,1,19672,적립식입금,11
18714,0,0,0,0,0,0,0,0,1,19673,적립식입금,11
18715,0,0,0,0,0,0,0,0,1,19674,적립식입금,11
18716,0,0,0,0,0,0,0,0,1,19675,적립식입금,11
18717,0,0,0,0,0,0,0,0,1,19676,적립식입금,11
18718,0,0,0,0,0,0,0,0,1,10851,적립식입금,11
18719,0,0,0,0,0,0,0,0,1,10852,적립식입금,11
18720,0,0,0,0,0,0,0,0,1,19677,적립식입금,11
18721,0,0,0,0,0,0,0,0,1,19678,적립식입금,11
18722,0,0,0,0,0,0,0,0,1,19679,적립식입금,11
18723,0,0,0,0,0,0,0,0,1,19680,적립식입금,11
18724,0,0,0,0,0,0,0,0,1,6875,적립식입금,11
18725,0,0,0,0,0,0,0,0,1,19681,적립식입금,11
18726,0,0,0,0,0,0,0,0,1,10853,적립식입금,11
18727,0,0,0,0,0,0,0,0,1,19682,적립식입금,11
18728,0,0,0,0,0,0,0,0,1,19683,적립식입금,11
18729,0,0,0,0,0,0,0,0,1,6876,적립식입금,11
18730,0,0,0,0,0,0,0,0,1,19684,적립식입금,11
18731,0,0,0,0,0,0,0,0,1,19685,적립식입금,11
18732,0,0,0,0,0,0,0,0,1,19686,적립식입금,11
18733,0,0,0,0,0,0,0,0,1,4845,적립식입금,11
18734,0,0,0,0,0,0,0,0,1,19687,적립식입금,11
18735,0,0,0,0,0,0,0,0,1,19688,적립식입금,11
18736,0,0,0,0,0,0,0,0,1,19689,적립식입금,11
18737,0,0,0,0,0,0,0,0,1,19690,적립식입금,11
18738,0,0,0,0,0,0,0,0,1,19691,적립식입금,11
18739,0,0,0,0,0,0,0,0,1,19692,적립식입금,11
18740,0,0,0,0,0,0,0,0,1,19693,적립식입금,11
18741,0,0,0,0,0,0,0,0,1,19694,적립식입금,11
18742,0,0,0,0,0,0,0,0,1,19695,적립식입금,11
18743,0,0,0,0,0,0,0,0,1,10854,적립식입금,11
18744,0,0,0,0,0,0,0,0,1,19696,적립식입금,11
18745,0,0,0,0,0,0,0,0,1,10855,적립식입금,11
18746,0,0,0,0,0,0,0,0,1,10856,적립식입금,11
18747,0,0,0,0,0,0,0,0,1,10857,적립식입금,11
18748,0,0,0,0,0,0,0,0,1,6877,적립식입금,11
18749,0,0,0,0,0,0,0,0,1,6878,적립식입금,11
18750,0,0,0,0,0,0,0,0,1,19697,적립식입금,11
18751,0,0,0,0,0,0,0,0,1,6879,적립식입금,11
18752,0,0,0,0,0,0,0,0,1,19698,적립식입금,11
18753,0,0,0,0,0,0,0,0,1,4846,적립식입금,11
18754,0,0,0,0,0,0,0,0,1,19699,적립식입금,11
18755,0,0,0,0,0,0,0,0,1,6880,적립식입금,11
18756,0,0,0,0,0,0,0,0,1,19700,적립식입금,11
18757,0,0,0,0,0,0,0,0,1,4847,적립식입금,11
